Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"14084","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","90.65%"
"14085","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","89.31%"
"14086","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","90.25%"
"14091","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","91.58%"
"14092","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","90.65%"
"14218","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","72.81%"
"14221","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","75.40%"
"14224","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"14226","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","74.15%"
"14228","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","81.16%"
"14229","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","80.35%"
"14234","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","81.91%"
"14235","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","78.08%"
"14236","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","77.79%"
"14237","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","75.25%"
"14239","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","78.74%"
"14244","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","77.07%"
"14247","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","76.28%"
"14249","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","80.03%"
"14250","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","78.81%"
"14251","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","78.86%"
"14252","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","80.06%"
"14257","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","82.79%"
"14274","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","12","90.46%"
"14275","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","84.15%"
"14277","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","84.98%"
"14278","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","90.48%"
"14282","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","77.35%"
"14285","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","70.15%"
"14291","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","78.42%"
"14293","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","73.25%"
"14295","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","76.07%"
"14297","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","79.89%"
"14298","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","74.48%"
"14308","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","79.92%"
"14314","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","67.87%"
"14316","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","83.81%"
"14317","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","76.01%"
"14323","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","82.26%"
"16101","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","74.98%"
"16106","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","74.53%"
"16109","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","73.74%"
"17251","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","84.29%"
"17255","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","77.25%"
"17258","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","74.78%"
"17260","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","82.85%"
"17261","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","80.79%"
"17263","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","79.43%"
"17266","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","82.47%"
"17269","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","85.98%"
"17271","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","82.58%"
"17272","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","82.66%"
"17273","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","80.79%"
"17274","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","10","80.00%"
"17278","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","85.08%"
"17279","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","85.70%"
"17281","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","85.38%"
"17286","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","79.91%"
"17290","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","84.61%"
"17294","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","89.29%"
"17334","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","87.39%"
"17335","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","85.30%"
"17345","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","77.53%"
"17348","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","9","87.55%"
"17355","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","9","81.26%"
"21369","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","78.43%"
"21375","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","81.03%"
"21376","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","74.17%"
"21377","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","79.73%"
"21380","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","8","73.61%"
"21383","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","54.55%"
"21402","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"22166","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","86.26%"
"23145","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","85.81%"
"23146","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","77.36%"
"23147","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","91.22%"
"23150","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","90.45%"
"23151","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"23152","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","83.87%"
"23153","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","77.44%"
"23154","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","87.35%"
"23155","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","77.78%"
"23156","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","86.63%"
"23162","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","89.44%"
"23163","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","100.00%"
"23164","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.07%"
"23165","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.27%"
"23169","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","85.55%"
"23174","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.22%"
"23177","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","85.84%"
"23178","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","91.89%"
"23180","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","9","87.32%"
"23185","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","91.46%"
"23188","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","85.10%"
"23189","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","89.26%"
"23193","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","86.73%"
"23194","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","83.06%"
"23196","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","85.82%"
"23203","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","91.10%"
"23205","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","90.44%"
"23206","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","70.06%"
"23207","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","92.08%"
"23213","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","68.24%"
"23214","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","93.19%"
"23216","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","90.84%"
"23217","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","81.64%"
"23221","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","92.06%"
"23223","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","88.79%"
"23224","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","86.92%"
"23225","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","73.68%"
"23227","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","90.87%"
"23228","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","90.68%"
"23229","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"23230","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","89.49%"
"25230","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","93.07%"
"25231","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","93.60%"
"25234","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","92.26%"
"25237","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","90.20%"
"25282","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","91.58%"
"25371","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","72.46%"
"25377","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","87.32%"
"25381","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"25382","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","87.60%"
"25385","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","91.07%"
"25391","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","91.92%"
"26193","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","91.43%"
"26197","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"26198","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","92.25%"
"26200","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"27113","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","79.73%"
"27115","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","77.42%"
"27117","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","74.43%"
"27133","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","66.42%"
"27134","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","86.21%"
"27135","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","74.00%"
"27136","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","83.41%"
"27137","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"27138","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","75.86%"
"27139","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","42.86%"
"27140","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","50.00%"
"27141","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","62.80%"
"27142","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","72.90%"
"27143","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","60.21%"
"27145","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","79.47%"
"27146","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","66.67%"
"27147","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","81.58%"
"27149","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","73.49%"
"27155","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"27156","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","82.71%"
"27157","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","71.74%"
"27159","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","79.83%"
"27161","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","75.97%"
"27162","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","82.18%"
"27163","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","76.95%"
"27164","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","65.22%"
"27168","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","76.92%"
"27170","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","8","81.93%"
"28200","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","87.99%"
"28205","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"28206","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"28207","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"28247","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","92.35%"
"29271","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"29276","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"29277","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","89.79%"
"29278","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"29279","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","89.32%"
"29285","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","88.70%"
"29286","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","92.01%"
"29289","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","84.21%"
"29292","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","91.39%"
"29293","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","90.75%"
"29294","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","90.89%"
"29295","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","92.46%"
"29297","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","88.56%"
"29299","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","90.09%"
"29300","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","87.03%"
"29304","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","89.06%"
"29306","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"29308","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","88.80%"
"29311","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","14","89.09%"
